id,user_id,item_key,value,type,updated_at
1130,ab3049dd-51c3-439f-b656-a68defff3596,movie_950387,"{""id"":950387,""title"":""A Minecraft Movie"",""name"":""A Minecraft Movie"",""media_type"":""movie"",""poster_path"":""/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg"",""release_date"":""2025-03-31"",""vote_average"":6.487,""genre_ids"":[10751,35,12,14],""genres"":[],""overview"":""Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve."",""cast"":[],""crew"":[]}",watchlist,2025-05-17 13:49:06.614132+00
1129,ab3049dd-51c3-439f-b656-a68defff3596,tv_241554,"{""id"":241554,""title"":""Murderbot"",""name"":""Murderbot"",""media_type"":""tv"",""poster_path"":""/okL4xDzMxlvbpKYnyEnmHSOfRHw.jpg"",""release_date"":""2025-05-15"",""vote_average"":7.294,""genre_ids"":[35,18,10765],""genres"":[],""overview"":""In a high-tech future, a rogue security robot secretly gains free will. To stay hidden, it reluctantly joins a new mission protecting scientists on a dangerous planet...even though it just wants to binge soap operas."",""cast"":[],""crew"":[]}",watchlist,2025-05-17 13:48:49.941335+00
